OSA;OSB;EA;EC;CNA;IRA;IRC;DC;BANDGAP
0.25;0.6000000000000001;0.06493506493506496;1.0000000000000002;1.0;0.7621951219512196;0.6716417910447763;0.0;2.14
0.25;0.6000000000000001;0.06493506493506496;1.0000000000000002;1.0;0.7621951219512196;0.6716417910447763;0.0;3.04
0.25;0.6000000000000001;0.06493506493506496;0.35820895522388074;1.0;0.7621951219512196;1.0;0.33157769623844946;1.02
0.0;0.8;0.7207792207792206;0.35820895522388074;0.3333333333333333;0.3414634146341464;1.0;0.33157769623844946;0.98
0.0;0.8;0.0;0.33582089552238803;1.0;1.0;0.0;0.7675749783083338;1.47
0.0;0.8;0.0;0.35820895522388074;1.0;0.9573170731707318;1.0;0.33157769623844946;0.73
0.0;0.8;0.0;1.0000000000000002;1.0;0.9573170731707318;0.6716417910447763;0.0;1.863
0.25;0.8;0.13636363636363635;1.0000000000000002;1.0;0.5060975609756099;0.6716417910447763;0.0;5.7
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;1.0;0.6646341463414636;0.6716417910447763;0.0;3.54
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;1.0;0.6646341463414636;0.6716417910447763;0.0;5.6
1.0;0.6000000000000001;0.9025974025974027;0.33582089552238803;0.0;0.25;0.0;0.7675749783083338;0.57
0.5;0.6000000000000001;0.7207792207792206;0.35820895522388074;0.3333333333333333;0.5243902439024392;1.0;0.33157769623844946;0.9
0.5;0.4000000000000001;0.6428571428571429;0.35820895522388074;0.0;0.38414634146341464;1.0;0.33157769623844946;0.76
0.5;0.4000000000000001;0.6428571428571429;0.33582089552238803;0.3333333333333333;0.38414634146341464;0.0;0.7675749783083338;0.73
0.5;0.6000000000000001;0.6428571428571429;0.33582089552238803;0.3333333333333333;0.38414634146341464;0.0;0.7675749783083338;0.91
1.0;0.6000000000000001;0.818181818181818;0.33582089552238803;0.0;0.3597560975609756;0.0;0.7675749783083338;0.53
0.5;0.4000000000000001;0.9025974025974027;0.35820895522388074;0.3333333333333333;0.25;1.0;0.33157769623844946;1.03
1.0;0.4000000000000001;0.9090909090909091;0.33582089552238803;0.1111111111111111;0.0;0.0;0.7675749783083338;0.66
1.0;0.0;0.9025974025974027;0.33582089552238803;0.0;0.25;0.0;0.7675749783083338;0.91
1.0;0.0;0.9025974025974027;0.33582089552238803;0.0;0.25;0.0;0.7675749783083338;0.5
1.0;0.0;0.9025974025974027;0.35820895522388074;0.0;0.18597560975609753;1.0;0.33157769623844946;0.88
0.0;0.8;0.9025974025974027;0.33582089552238803;0.0;0.18597560975609753;0.0;0.7675749783083338;0.42
1.0;0.0;0.9025974025974027;0.33582089552238803;0.0;0.18597560975609753;0.0;0.7675749783083338;0.49
1.0;0.0;0.7207792207792206;0.33582089552238803;0.0;0.5243902439024392;0.0;0.7675749783083338;0.94
1.0;0.4000000000000001;0.7207792207792206;0.33582089552238803;0.3333333333333333;0.5243902439024392;0.0;0.7675749783083338;0.74
1.0;0.0;0.7207792207792206;0.33582089552238803;0.0;0.5243902439024392;0.0;0.7675749783083338;0.84
0.75;0.2;0.792207792207792;0.35820895522388074;0.1111111111111111;0.21951219512195122;1.0;0.33157769623844946;0.78
0.5;0.4000000000000001;0.6428571428571429;0.33582089552238803;0.3333333333333333;0.38414634146341464;0.0;0.7675749783083338;1.06
0.5;0.4000000000000001;0.6428571428571429;0.33582089552238803;0.5555555555555556;0.38414634146341464;0.0;0.7675749783083338;0.87
1.0;0.4000000000000001;0.9090909090909091;0.33582089552238803;0.1111111111111111;0.0;0.0;0.7675749783083338;0.54
1.0;0.0;0.818181818181818;0.33582089552238803;0.3333333333333333;0.3597560975609756;0.0;0.7675749783083338;1.17
1.0;0.0;0.818181818181818;0.33582089552238803;0.3333333333333333;0.3597560975609756;0.0;0.7675749783083338;0.77
1.0;0.0;0.818181818181818;0.33582089552238803;0.3333333333333333;0.3597560975609756;0.0;0.7675749783083338;0.57
1.0;0.0;0.818181818181818;0.35820895522388074;0.3333333333333333;0.3597560975609756;1.0;0.33157769623844946;1.05
1.0;0.4000000000000001;0.818181818181818;0.33582089552238803;0.3333333333333333;0.3597560975609756;0.0;0.7675749783083338;0.58
1.0;0.0;0.7207792207792206;0.33582089552238803;0.3333333333333333;0.5243902439024392;0.0;0.7675749783083338;0.87
1.0;0.0;0.7207792207792206;0.35820895522388074;0.3333333333333333;0.5243902439024392;1.0;0.33157769623844946;0.79
1.0;0.0;0.7207792207792206;0.33582089552238803;0.3333333333333333;0.5243902439024392;0.0;0.7675749783083338;0.75
0.75;0.2;0.792207792207792;0.35820895522388074;0.1111111111111111;0.21951219512195122;1.0;0.33157769623844946;0.73
0.75;0.2;0.792207792207792;0.33582089552238803;0.1111111111111111;0.21951219512195122;0.0;0.7675749783083338;0.92
0.75;0.2;0.7207792207792206;0.33582089552238803;0.3333333333333333;0.29268292682926833;0.0;0.7675749783083338;0.93
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.5555555555555556;0.5060975609756099;1.0;0.33157769623844946;0.52
0.25;0.6000000000000001;0.13636363636363635;0.33582089552238803;0.3333333333333333;0.6646341463414636;0.0;0.7675749783083338;1.02
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;1.79
0.25;0.6000000000000001;0.06493506493506496;0.35820895522388074;0.3333333333333333;0.7621951219512196;1.0;0.33157769623844946;2.01
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.3333333333333333;0.7012195121951221;1.0;0.33157769623844946;2.27
0.75;0.2;1.0;1.0000000000000002;0.5555555555555556;0.6219512195121952;0.6716417910447763;0.0;1.85
0.5;0.4000000000000001;0.538961038961039;1.0000000000000002;0.5555555555555556;0.8658536585365854;0.6716417910447763;0.0;2.63
0.0;0.8;0.0;1.0000000000000002;0.3333333333333333;1.0;0.6716417910447763;0.0;3.12
0.25;0.6000000000000001;0.06493506493506496;1.0000000000000002;0.3333333333333333;0.8048780487804879;0.6716417910447763;0.0;0.34
0.5;0.4000000000000001;0.2012987012987013;1.0000000000000002;0.3333333333333333;0.603658536585366;0.6716417910447763;0.0;3.49
0.0;0.8;0.01948051948051943;1.0000000000000002;0.3333333333333333;0.878048780487805;0.6716417910447763;0.0;2.79
0.75;0.2;1.0;1.0000000000000002;0.5555555555555556;0.6219512195121952;0.6716417910447763;0.0;3.05
0.0;0.8;0.7402597402597403;1.0000000000000002;0.1111111111111111;0.5975609756097562;0.6716417910447763;0.0;1.73
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;0.3333333333333333;0.5060975609756099;0.6716417910447763;0.0;1.97
0.5;0.4000000000000001;0.2012987012987013;1.0000000000000002;0.3333333333333333;0.603658536585366;0.6716417910447763;0.0;3.3
0.25;0.6000000000000001;0.06493506493506496;0.0;0.3333333333333333;0.7621951219512196;0.3507462686567164;1.0;1.3
0.5;0.4000000000000001;0.2012987012987013;1.0000000000000002;0.3333333333333333;0.5365853658536586;0.6716417910447763;0.0;0.32
0.5;0.4000000000000001;0.27922077922077915;0.35820895522388074;0.3333333333333333;0.5182926829268293;1.0;0.33157769623844946;2.12
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;1.6
0.5;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.5555555555555556;0.5914634146341463;1.0;0.33157769623844946;0.182
0.25;0.6000000000000001;0.06493506493506496;0.35820895522388074;0.3333333333333333;0.7621951219512196;1.0;0.33157769623844946;0.476
0.25;1.0000000000000002;0.06493506493506496;0.35820895522388074;0.3333333333333333;0.7621951219512196;1.0;0.33157769623844946;2.5
0.25;0.8;0.06493506493506496;0.35820895522388074;0.3333333333333333;0.7621951219512196;1.0;0.33157769623844946;0.26
0.5;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.3333333333333333;0.5914634146341463;1.0;0.33157769623844946;1.25
0.5;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.3333333333333333;0.5914634146341463;1.0;0.33157769623844946;1.01
0.75;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.5555555555555556;0.9024390243902439;1.0;0.33157769623844946;1.01
0.5;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.3333333333333333;0.5914634146341463;1.0;0.33157769623844946;2.13
0.75;0.4000000000000001;0.2142857142857143;0.35820895522388074;0.5555555555555556;0.5914634146341463;1.0;0.33157769623844946;1.79
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.5555555555555556;0.5243902439024392;1.0;0.33157769623844946;1.99
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.5555555555555556;0.5060975609756099;1.0;0.33157769623844946;1.98
0.5;0.4000000000000001;0.13636363636363635;0.35820895522388074;0.5555555555555556;0.5487804878048781;1.0;0.33157769623844946;1.09
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.5365853658536586;1.0;0.33157769623844946;1.12
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.5555555555555556;0.5304878048780488;1.0;0.33157769623844946;1.98
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;0.62
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;2.32
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;2.19
0.5;0.4000000000000001;0.2012987012987013;0.35820895522388074;0.3333333333333333;0.603658536585366;1.0;0.33157769623844946;0.873
0.5;0.4000000000000001;0.22727272727272718;0.35820895522388074;0.5555555555555556;0.5975609756097562;1.0;0.33157769623844946;1.86
0.75;0.2;1.0;0.35820895522388074;0.7777777777777779;0.6219512195121952;1.0;0.33157769623844946;0.917
0.75;0.2;1.0;0.35820895522388074;1.0;0.6219512195121952;1.0;0.33157769623844946;3.44
0.5;0.4000000000000001;0.24675324675324672;0.35820895522388074;0.5555555555555556;0.5548780487804879;1.0;0.33157769623844946;1.836
0.75;0.2;0.7597402597402597;0.35820895522388074;0.5555555555555556;0.3292682926829269;1.0;0.33157769623844946;1.06
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;1.0;0.5060975609756099;0.6716417910447763;0.0;3.46
0.25;0.6000000000000001;0.2727272727272727;1.0000000000000002;0.7777777777777779;0.33536585365853655;0.6716417910447763;0.0;2.53
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;0.5555555555555556;0.6646341463414636;0.6716417910447763;0.0;4.44
0.25;0.6000000000000001;0.461038961038961;1.0000000000000002;0.6666666666666667;0.47560975609756095;0.6716417910447763;0.0;0.94
0.25;0.6000000000000001;0.2727272727272727;1.0000000000000002;1.0;0.33536585365853655;0.6716417910447763;0.0;5.79
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.7777777777777779;0.6646341463414636;1.0;0.33157769623844946;1.53
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.7777777777777779;0.6646341463414636;1.0;0.33157769623844946;1.56
0.25;0.6000000000000001;0.13636363636363635;0.33582089552238803;0.7777777777777779;0.6646341463414636;0.0;0.7675749783083338;1.0
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;1.0;0.5060975609756099;0.6716417910447763;0.0;1.15
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.7777777777777779;0.5060975609756099;1.0;0.33157769623844946;0.58
0.25;0.6000000000000001;0.13636363636363635;0.33582089552238803;0.7777777777777779;0.5060975609756099;0.0;0.7675749783083338;0.63
0.25;0.6000000000000001;0.461038961038961;1.0000000000000002;0.7777777777777779;0.47560975609756095;0.6716417910447763;0.0;0.82
0.25;0.6000000000000001;0.5584415584415584;1.0000000000000002;0.7777777777777779;0.3475609756097562;0.6716417910447763;0.0;1.59
0.25;0.6000000000000001;0.5584415584415584;1.0000000000000002;0.6666666666666667;0.3475609756097562;0.6716417910447763;0.0;2.1
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;1.0;0.6646341463414636;0.6716417910447763;0.0;2.5
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;0.7777777777777779;0.5060975609756099;0.6716417910447763;0.0;2.9
0.0;0.8;0.09090909090909094;1.0000000000000002;0.6666666666666667;0.5182926829268293;0.6716417910447763;0.0;3.7
0.0;0.8;0.09090909090909094;1.0000000000000002;0.5555555555555556;0.5182926829268293;0.6716417910447763;0.0;1.9
0.5;0.4000000000000001;0.22727272727272718;0.35820895522388074;0.5555555555555556;0.5792682926829269;1.0;0.33157769623844946;1.5
0.25;0.6000000000000001;0.13636363636363635;1.0000000000000002;0.5555555555555556;0.5060975609756099;0.6716417910447763;0.0;1.58
0.25;0.2;0.5584415584415584;0.35820895522388074;0.6666666666666667;0.4085365853658537;1.0;0.33157769623844946;1.97
1.0;0.0;0.461038961038961;0.35820895522388074;1.0;0.28658536585365857;1.0;0.33157769623844946;1.15
1.0;0.4000000000000001;0.818181818181818;0.35820895522388074;0.6666666666666667;0.3597560975609756;1.0;0.33157769623844946;2.09
0.25;0.6000000000000001;0.2727272727272727;0.35820895522388074;0.6666666666666667;0.33536585365853655;1.0;0.33157769623844946;2.32
1.0;0.0;0.461038961038961;0.35820895522388074;0.6666666666666667;0.28658536585365857;1.0;0.33157769623844946;2.0
0.75;0.6000000000000001;0.3311688311688312;0.35820895522388074;0.3333333333333333;0.4024390243902439;1.0;0.33157769623844946;1.63
0.25;0.6000000000000001;0.13636363636363635;0.35820895522388074;0.6666666666666667;0.5060975609756099;1.0;0.33157769623844946;0.99
1.0;0.0;0.7207792207792206;0.35820895522388074;0.6666666666666667;0.5243902439024392;1.0;0.33157769623844946;1.98
0.25;0.6000000000000001;0.06493506493506496;0.35820895522388074;0.6666666666666667;0.7621951219512196;1.0;0.33157769623844946;1.0
0.0;0.4000000000000001;0.7207792207792206;0.35820895522388074;0.5555555555555556;0.5975609756097562;1.0;0.33157769623844946;1.7
0.0;0.6000000000000001;0.7207792207792206;0.35820895522388074;0.5555555555555556;0.5975609756097562;1.0;0.33157769623844946;2.3
0.0;0.8;0.7207792207792206;0.29850746268656714;0.5555555555555556;0.5975609756097562;0.0;0.796427739621782;1.4
0.0;0.8;0.7207792207792206;0.0;0.5555555555555556;0.5975609756097562;0.3507462686567164;1.0;1.0
0.0;0.4000000000000001;0.7207792207792206;0.0;0.5555555555555556;0.5975609756097562;0.3507462686567164;1.0;1.7
0.0;0.8;0.7207792207792206;0.35820895522388074;0.3333333333333333;0.5975609756097562;1.0;0.33157769623844946;1.32
